wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q108673849,Pascale St-Onge,Pascale St-Onge,female,,,,,Q6866460,Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec,2021-10-26,Q108673849-472F61B0-8306-48B3-A3AD-D4384689B24E
Q108673849,Pascale St-Onge,Pascale St-Onge,female,,,https://pm.gc.ca/en/cabinet,2021-11-10,Q104840604,Minister of Sport,2021-10-26,Q108673849-93FE7D03-489A-4C59-B60A-E66A2C405D33
Q15054353,Mélanie Joly,Mélanie Joly,female,1979-01-16,11,https://pm.gc.ca/en/cabinet,2021-11-10,Q541355,Minister of Foreign Affairs,2021-10-26,Q15054353-13C5F142-55AA-42D4-85F8-2F373AB34A89
Q16211070,Ahmed Hussen,Ahmed Hussen,male,1976-01-01,9,https://pm.gc.ca/en/cabinet,2021-11-10,Q86752046,Minister of Housing and Diversity and Inclusion,2021-10-26,Q16211070-661414DD-6752-430C-B70F-E927C44823BD
Q1685302,Jean-Yves Duclos,Jean-Yves Duclos,male,1965-01-01,9,,,Q3251800,Minister of Health,2021-10-26,Q1685302-4C135E13-8A49-4C69-B957-D979DA3BA7A8
Q21064615,David Lametti,David Lametti,male,1962-08-10,11,https://pm.gc.ca/en/cabinet,2021-07-31,Q3315120,Minister of Justice and Attorney General of Canada,2019-01-14,Q21064615-A257E554-2051-415B-B8EA-DA2D216574DB
Q21159815,François-Philippe Champagne,François-Philippe Champagne,male,1970-06-25,11,https://pm.gc.ca/en/cabinet,2021-07-31,Q3251779,"Minister of Innovation, Science and Industry",2021-01-12,Q21159815-CB56DC63-1305-403E-ADEF-D6E35771506F
Q21336098,Diane Lebouthillier,Diane Lebouthillier,female,1959-02-05,11,https://pm.gc.ca/en/cabinet,2021-07-31,Q6866264,Minister of National Revenue,2015-11-04,Q21336098-F36FA5FF-9AA0-44FA-A307-B25F43B8C6BD
Q21336208,Marco E. L. Mendicino,Marco Mendicino,male,1973-07-28,11,https://pm.gc.ca/en/cabinet,2021-10-28,Q16933914,Minister of Public Safety,2021-10-26,Q21336208-D9492C9A-6AFF-427F-BE07-B11DE53CBD97
Q21336246,Harjit Sajjan,Harjit Sajjan,male,1970-09-06,11,,,Q16848986,Minister for International Development,2021-10-26,Q21336246-429EF9A8-BDD6-4D23-B34A-1ED81362433F
